date,product,region,customer_segment,quantity,revenue,cost,profit,churn_risk
2024-05-11,Product_A,East,High Value,2,2418,1622.46,795.54,Low
2024-04-17,Product_D,North,High Value,1,1312,950.09,361.91,Medium
2024-06-17,Product_B,West,High Value,13,17966,12534.7,5431.3,High
2024-06-24,Product_D,North,High Value,6,4158,3056.69,1101.31,Low
2024-05-11,Product_B,West,High Value,2,1192,845.8,346.2,Low
2024-01-13,Product_D,North,Returning,11,11231,7635.0,3596.0,Low
2024-03-26,Product_B,East,High Value,1,1299,872.88,426.12,Low
2024-01-15,Product_A,West,New,19,19513,12872.73,6640.27,Low
2024-01-26,Product_D,North,High Value,17,8330,4960.13,3369.87,Low
2024-01-10,Product_A,South,High Value,3,3501,2393.43,1107.57,Medium
2024-01-01,Product_D,North,High Value,14,17164,11302.03,5861.97,High
2024-01-25,Product_C,South,New,2,1306,957.1,348.9,Medium
2024-01-09,Product_A,West,High Value,12,16272,10247.53,6024.47,Low
2024-06-22,Product_D,North,High Value,12,11784,7410.64,4373.36,Low
2024-02-12,Product_C,South,Returning,14,9758,6763.25,2994.75,Low
2024-06-27,Product_C,South,High Value,11,13354,9739.64,3614.36,Low
2024-06-17,Product_B,West,High Value,15,14880,10132.37,4747.63,Low
2024-03-08,Product_B,North,New,4,3952,2552.35,1399.65,Low
2024-05-09,Product_C,East,High Value,14,16282,9791.27,6490.73,Low
2024-02-18,Product_A,North,Returning,15,20685,13607.26,7077.74,Low
2024-06-26,Product_D,North,High Value,4,3476,2409.67,1066.33,Low
2024-01-05,Product_B,West,High Value,4,1156,663.98,492.02,Low
2024-02-23,Product_C,South,New,12,15144,9919.81,5224.19,Medium
2024-02-05,Product_B,North,High Value,17,10948,6583.17,4364.83,High
2024-06-19,Product_D,North,High Value,4,5580,3117.45,2462.55,Medium
2024-05-15,Product_D,North,New,13,14118,9566.32,4551.68,Low
2024-02-22,Product_D,South,Returning,9,11241,6659.27,4581.73,Medium
2024-06-22,Product_D,West,Returning,10,7830,5512.23,2317.77,Low
2024-02-16,Product_B,South,Returning,5,1245,867.01,377.99,High
2024-05-11,Product_C,West,New,7,9975,7101.26,2873.74,Medium
2024-04-07,Product_A,North,High Value,10,11920,7566.68,4353.32,Low
2024-06-18,Product_B,East,Returning,17,11594,8392.34,3201.66,Low
2024-05-01,Product_A,West,New,17,14637,8119.55,6517.45,Medium
2024-01-31,Product_B,East,High Value,7,9681,6559.77,3121.23,Low
2024-06-24,Product_A,South,Returning,13,9204,5169.8,4034.2,Low
2024-03-08,Product_C,South,High Value,3,1386,954.99,431.01,Low
2024-02-27,Product_C,West,High Value,7,4606,3446.45,1159.55,Low
2024-04-23,Product_D,North,High Value,19,27379,16905.04,10473.96,High
2024-01-13,Product_A,East,Returning,13,15665,9445.67,6219.33,Medium
2024-01-23,Product_C,North,High Value,4,1088,668.77,419.23,Low
2024-02-27,Product_D,West,New,9,10782,6079.81,4702.19,Low
2024-01-03,Product_C,North,High Value,2,2310,1640.26,669.74,Low
2024-02-18,Product_C,South,High Value,8,11624,7771.37,3852.63,Medium
2024-03-05,Product_A,East,High Value,12,6960,4463.95,2496.05,Low
2024-05-26,Product_A,North,High Value,2,1852,1158.79,693.21,Low
2024-06-17,Product_C,East,High Value,3,1659,1060.55,598.45,Low
2024-05-12,Product_D,South,New,12,7824,4577.51,3246.49,Medium
2024-02-23,Product_B,West,Returning,16,13072,7442.35,5629.65,Low
2024-06-07,Product_C,North,High Value,16,19760,12241.6,7518.4,Medium
2024-02-09,Product_C,South,New,3,1308,750.75,557.25,High
2024-05-08,Product_D,South,New,5,7355,4839.53,2515.47,Medium
2024-03-29,Product_B,East,High Value,6,3630,2061.2,1568.8,Medium
2024-04-08,Product_D,South,High Value,1,1212,866.84,345.16,Medium
2024-04-08,Product_D,North,New,2,1416,789.04,626.96,Low
2024-01-26,Product_D,South,New,18,17064,10614.27,6449.73,Low
2024-05-22,Product_B,South,High Value,9,5832,3563.96,2268.04,Low
2024-02-09,Product_B,East,Returning,4,2040,1188.0,852.0,Medium
2024-06-28,Product_A,West,Returning,15,8115,5382.8,2732.2,Low
2024-04-03,Product_C,North,Returning,12,17544,11042.82,6501.18,Low
2024-03-05,Product_C,West,Returning,13,17953,13026.6,4926.4,High
2024-01-18,Product_A,East,Returning,6,7740,5479.97,2260.03,Low
2024-01-28,Product_B,South,High Value,9,5382,3393.87,1988.13,Low
2024-06-27,Product_B,East,High Value,2,2260,1399.44,860.56,High
2024-06-25,Product_B,South,High Value,10,9920,6407.04,3512.96,Low
2024-03-31,Product_A,South,Returning,14,14448,9698.23,4749.77,Medium
2024-03-15,Product_A,East,Returning,3,2046,1288.43,757.57,Low
2024-06-08,Product_D,South,Returning,2,2232,1239.12,992.88,Low
2024-04-06,Product_A,West,New,4,5584,3684.91,1899.09,High
2024-02-04,Product_A,North,Returning,13,9646,6281.75,3364.25,Low
2024-01-25,Product_D,North,High Value,6,5226,3100.1,2125.9,Medium
2024-03-04,Product_C,North,Returning,19,9234,5192.0,4042.0,Medium
2024-04-22,Product_D,South,High Value,10,5440,3055.28,2384.72,High
2024-03-09,Product_B,West,Returning,15,9840,6258.9,3581.1,Low
2024-06-19,Product_B,North,High Value,9,12411,7578.84,4832.16,Low
2024-03-02,Product_B,West,Returning,16,9584,5390.6,4193.4,Low
2024-06-22,Product_C,South,New,7,6888,4108.89,2779.11,Low
2024-03-04,Product_C,East,High Value,4,1292,929.73,362.27,Medium
2024-04-23,Product_D,South,High Value,5,4835,2847.45,1987.55,Low
2024-06-03,Product_C,East,New,14,9156,6379.19,2776.81,Medium
2024-01-30,Product_D,West,High Value,2,1208,669.04,538.96,Low
2024-06-19,Product_A,East,Returning,10,11000,6523.44,4476.56,Low
2024-04-05,Product_C,North,High Value,18,12456,9281.9,3174.1,Medium
2024-05-29,Product_D,North,Returning,13,11323,7332.44,3990.56,Low
2024-01-10,Product_A,East,Returning,11,9922,6447.98,3474.02,Low
2024-04-24,Product_A,West,Returning,4,2980,1832.51,1147.49,Medium
2024-01-11,Product_C,North,Returning,8,11600,7252.06,4347.94,Low
2024-03-22,Product_A,South,Returning,6,4518,3194.24,1323.76,High
2024-01-23,Product_C,South,Returning,9,3519,2489.27,1029.73,Low
2024-01-08,Product_C,North,New,1,1353,862.57,490.43,Low
2024-06-06,Product_B,North,New,10,4410,2459.39,1950.61,High
2024-02-22,Product_B,North,Returning,11,10538,7185.55,3352.45,High
2024-02-07,Product_A,South,New,8,9152,6157.34,2994.66,Low
2024-06-07,Product_A,West,High Value,13,8658,4944.92,3713.08,High
2024-02-02,Product_C,North,Returning,5,6155,3436.55,2718.45,Low
2024-03-13,Product_C,South,Returning,11,6677,3813.06,2863.94,Low
2024-02-17,Product_B,West,Returning,8,4520,3382.4,1137.6,High
2024-04-14,Product_A,North,New,19,13262,7785.31,5476.69,Low
2024-06-26,Product_A,East,High Value,5,4860,3314.81,1545.19,Medium
2024-05-23,Product_B,East,Returning,10,11910,7776.41,4133.59,High
2024-04-07,Product_D,South,Returning,8,4472,3018.3,1453.7,Low
2024-03-25,Product_A,West,High Value,18,20916,12011.58,8904.42,Medium
2024-02-26,Product_B,East,Returning,14,5152,3822.61,1329.39,Low
2024-02-08,Product_A,East,Returning,18,6264,3602.09,2661.91,Low
2024-03-22,Product_D,West,Returning,2,1146,741.69,404.31,High
2024-02-02,Product_D,South,High Value,16,17456,10147.66,7308.34,Low
2024-01-24,Product_D,North,High Value,17,19295,12921.98,6373.02,Low
2024-01-03,Product_D,North,High Value,8,8360,5332.69,3027.31,Medium
2024-06-04,Product_A,North,High Value,12,10620,5868.01,4751.99,High
2024-01-09,Product_B,East,New,7,4872,2931.42,1940.58,Low
2024-01-08,Product_A,South,High Value,13,15873,10192.18,5680.82,Medium
2024-06-16,Product_A,South,Returning,8,3496,2465.69,1030.31,Medium
2024-01-28,Product_D,South,High Value,11,5005,3298.32,1706.68,High
2024-04-08,Product_D,South,New,13,12597,7260.23,5336.77,Medium
2024-02-12,Product_D,South,High Value,18,5166,3195.05,1970.95,Low
2024-03-08,Product_C,East,New,5,4475,3008.94,1466.06,Low
2024-04-05,Product_C,East,New,7,2149,1455.43,693.57,Medium
2024-02-28,Product_B,North,New,15,5025,3227.62,1797.38,Low
2024-06-12,Product_A,South,New,1,1484,1077.81,406.19,Low
2024-01-03,Product_B,South,New,3,4341,3151.41,1189.59,Medium
2024-04-08,Product_D,West,New,10,5010,3372.72,1637.28,Low
2024-01-30,Product_A,West,New,9,2799,1978.22,820.78,Low
2024-02-29,Product_B,West,Returning,10,8010,5751.12,2258.88,Medium
2024-05-18,Product_D,East,Returning,14,17318,12121.03,5196.97,Medium
2024-04-28,Product_C,West,High Value,11,13354,8600.83,4753.17,Low
2024-02-02,Product_A,South,High Value,4,5420,3763.72,1656.28,High
2024-05-28,Product_A,East,Returning,3,4131,2595.53,1535.47,Low
2024-06-15,Product_C,West,New,8,8560,4713.51,3846.49,Medium
2024-04-03,Product_C,North,Returning,4,1548,1097.28,450.72,Low
2024-03-12,Product_D,West,Returning,7,5005,3263.37,1741.63,Medium
2024-04-09,Product_D,West,Returning,5,2675,1591.86,1083.14,Medium
2024-02-08,Product_D,North,New,2,1586,1063.3,522.7,Low
2024-03-25,Product_B,North,High Value,19,7790,4375.72,3414.28,Low
2024-06-04,Product_D,South,New,6,8040,5690.09,2349.91,Low
2024-02-10,Product_A,North,New,16,15024,8630.92,6393.08,Medium
2024-01-11,Product_D,South,High Value,1,1369,854.65,514.35,Low
2024-02-05,Product_D,South,Returning,15,17550,12227.49,5322.51,Low
2024-01-11,Product_C,South,Returning,1,600,406.51,193.49,Low
2024-01-17,Product_B,South,Returning,15,8970,5668.87,3301.13,Medium
2024-02-25,Product_A,East,Returning,11,3696,2735.27,960.73,Low
2024-02-03,Product_C,South,Returning,10,2490,1451.82,1038.18,Medium
2024-02-12,Product_B,West,High Value,13,11817,7723.78,4093.22,Low
2024-03-05,Product_A,East,New,19,14174,9013.69,5160.31,High
2024-02-02,Product_B,East,Returning,5,1240,789.92,450.08,High
2024-02-06,Product_C,South,New,4,5932,3321.73,2610.27,High
2024-05-25,Product_A,West,High Value,3,2520,1779.23,740.77,Low
2024-04-06,Product_B,West,New,9,12645,7524.34,5120.66,Low
2024-02-26,Product_D,South,High Value,4,3696,2083.77,1612.23,Low
2024-05-05,Product_D,West,New,7,2534,1533.38,1000.62,Medium
2024-04-15,Product_A,South,Returning,10,14050,8932.67,5117.33,Medium
2024-01-31,Product_B,South,Returning,6,6240,4040.49,2199.51,Low
2024-01-06,Product_D,North,Returning,18,8082,5353.51,2728.49,Low
2024-03-14,Product_A,West,High Value,18,23274,16989.24,6284.76,Low
2024-04-17,Product_C,North,High Value,11,15081,8680.59,6400.41,High
2024-02-26,Product_A,South,High Value,10,6910,4889.12,2020.88,Medium
2024-03-09,Product_D,North,New,5,2565,1913.26,651.74,Low
2024-05-06,Product_B,West,Returning,5,5915,3653.42,2261.58,Low
2024-02-21,Product_A,South,High Value,12,7728,4426.75,3301.25,Low
2024-06-14,Product_B,West,High Value,4,4376,2626.45,1749.55,High
2024-04-28,Product_A,South,New,1,792,590.91,201.09,Low
2024-03-30,Product_D,West,New,11,6842,4731.7,2110.3,Low
2024-05-28,Product_B,North,High Value,6,2382,1713.57,668.43,Low
2024-02-06,Product_B,North,Returning,5,1105,795.59,309.41,Medium
2024-02-07,Product_D,West,New,2,2734,1728.85,1005.15,Medium
2024-03-01,Product_B,East,High Value,12,6516,4609.38,1906.62,Low
2024-06-01,Product_D,East,Returning,10,8100,4539.17,3560.83,Medium
2024-04-27,Product_A,North,High Value,7,3332,1942.36,1389.64,Low
2024-05-11,Product_C,North,New,14,15162,9914.09,5247.91,Low
2024-01-23,Product_A,East,New,15,12405,8982.66,3422.34,Low
2024-01-25,Product_B,West,Returning,9,7911,5909.5,2001.5,Medium
2024-04-27,Product_D,East,New,2,2954,1827.74,1126.26,Low
2024-03-16,Product_C,West,New,10,12110,8594.09,3515.91,Low
2024-02-02,Product_C,West,High Value,18,16344,12141.88,4202.12,Low
2024-04-04,Product_B,East,High Value,10,2070,1257.38,812.62,Medium
2024-01-09,Product_D,East,Returning,4,2736,1852.04,883.96,Medium
2024-03-27,Product_D,East,High Value,15,6555,4304.05,2250.95,Low
2024-03-02,Product_D,North,Returning,6,8946,5217.37,3728.63,Medium
2024-05-15,Product_C,North,Returning,13,5954,4343.07,1610.93,Low
2024-04-15,Product_C,West,New,6,6768,4532.01,2235.99,Low
2024-06-21,Product_D,East,Returning,8,6496,4524.64,1971.36,Medium
2024-03-08,Product_D,East,Returning,5,2295,1628.8,666.2,High
2024-03-01,Product_B,West,High Value,19,14117,8096.51,6020.49,Medium
2024-04-13,Product_A,East,High Value,16,21632,13705.0,7927.0,High
2024-02-23,Product_B,North,High Value,13,18005,10500.35,7504.65,High
2024-05-25,Product_B,South,New,5,1650,1081.54,568.46,Medium
2024-02-07,Product_D,East,Returning,2,2442,1700.36,741.64,Low
2024-02-08,Product_B,North,New,9,7605,5263.03,2341.97,Low
2024-05-26,Product_A,South,New,11,12562,8546.35,4015.65,Low
2024-01-30,Product_B,South,High Value,2,2362,1690.36,671.64,Low
2024-01-04,Product_D,South,High Value,16,5680,4062.31,1617.69,Low
2024-04-19,Product_A,East,New,3,2235,1384.78,850.22,Low
2024-03-09,Product_B,East,New,11,12672,8073.35,4598.65,Low
2024-05-15,Product_C,North,Returning,17,17612,12526.34,5085.66,Medium
2024-04-22,Product_C,East,Returning,3,1464,842.17,621.83,Medium
2024-04-27,Product_B,East,High Value,2,1364,937.43,426.57,Low
2024-05-15,Product_A,East,High Value,7,4571,3296.37,1274.63,Low
2024-03-03,Product_B,East,High Value,8,8432,4767.58,3664.42,Low
2024-04-22,Product_B,North,High Value,15,5130,3039.67,2090.33,Low
2024-02-08,Product_A,South,New,14,9226,5503.79,3722.21,Medium
2024-03-15,Product_A,South,New,13,18590,11192.25,7397.75,High
2024-04-03,Product_D,South,New,2,2174,1360.71,813.29,Low
2024-04-29,Product_B,West,New,8,7208,4512.79,2695.21,High
2024-03-09,Product_B,North,High Value,14,11130,6161.57,4968.43,Low
2024-04-24,Product_D,North,New,14,4942,3673.13,1268.87,Low
2024-03-07,Product_C,South,High Value,19,21774,15572.93,6201.07,Medium
2024-06-03,Product_A,West,New,13,16718,11064.59,5653.41,Medium
2024-04-13,Product_C,West,New,19,21698,13886.04,7811.96,Low
2024-01-15,Product_A,West,High Value,4,4540,2736.09,1803.91,Low
2024-01-18,Product_B,North,New,1,1019,621.85,397.15,Low
2024-01-09,Product_B,South,New,3,3600,2195.94,1404.06,Medium
2024-06-01,Product_A,North,High Value,4,1068,774.78,293.22,High
2024-04-20,Product_A,North,Returning,14,18900,12761.95,6138.05,Low
2024-01-13,Product_C,East,Returning,17,10727,5974.23,4752.77,Low
2024-02-15,Product_C,South,New,14,12040,6775.25,5264.75,Medium
2024-05-25,Product_D,North,High Value,3,3636,2068.05,1567.95,High
2024-04-15,Product_A,West,High Value,4,5032,3602.19,1429.81,High
2024-05-05,Product_A,East,High Value,1,1231,804.45,426.55,Low
2024-04-16,Product_C,East,Returning,12,7644,4868.61,2775.39,Medium
2024-04-05,Product_C,East,New,9,7722,5625.51,2096.49,Low
2024-02-04,Product_C,West,High Value,8,5856,3960.19,1895.81,Low
2024-01-13,Product_A,North,Returning,19,6289,4309.76,1979.24,Low
2024-05-27,Product_B,North,Returning,4,1100,712.29,387.71,Medium
2024-05-07,Product_A,South,New,2,2770,1785.49,984.51,High
2024-01-13,Product_A,East,New,8,10480,6617.01,3862.99,High
2024-05-16,Product_C,South,New,18,13896,8955.95,4940.05,Low
2024-05-21,Product_C,South,High Value,8,4488,3340.45,1147.55,Low
2024-06-20,Product_B,South,High Value,17,18122,10677.84,7444.16,Medium
2024-06-06,Product_A,West,High Value,13,11076,7281.38,3794.62,High
2024-04-18,Product_A,East,Returning,17,24021,17214.97,6806.03,Medium
2024-01-13,Product_A,South,High Value,1,801,514.7,286.3,Low
2024-06-16,Product_C,North,Returning,10,5810,3518.33,2291.67,Medium
2024-06-12,Product_C,North,Returning,17,12784,9123.19,3660.81,Low
2024-05-13,Product_A,North,Returning,7,2674,1938.23,735.77,Low
2024-04-22,Product_B,South,High Value,11,12166,7011.24,5154.76,Low
2024-02-27,Product_A,South,High Value,1,1391,882.4,508.6,Low
2024-06-26,Product_D,West,High Value,8,9248,6407.07,2840.93,Medium
2024-05-27,Product_B,West,New,16,12816,9496.81,3319.19,Medium
2024-03-21,Product_D,East,Returning,8,11008,7455.5,3552.5,Low
2024-02-08,Product_D,North,High Value,13,8190,4602.0,3588.0,Medium
2024-01-28,Product_C,South,New,18,21402,15196.94,6205.06,Medium
2024-02-27,Product_B,North,High Value,5,3055,2016.05,1038.95,High
2024-04-26,Product_D,West,Returning,12,10248,7173.29,3074.71,Low
2024-02-03,Product_C,East,High Value,9,3609,2246.18,1362.82,Low
2024-01-04,Product_B,West,High Value,10,11090,7510.36,3579.64,High
2024-04-21,Product_A,South,High Value,7,6790,4717.66,2072.34,Low
2024-04-03,Product_C,East,Returning,2,1172,769.76,402.24,Low
2024-02-13,Product_D,South,New,17,7939,4834.92,3104.08,Low
2024-06-06,Product_A,South,High Value,13,15405,11276.87,4128.13,Medium
2024-02-10,Product_C,North,High Value,6,2856,1966.35,889.65,Low
2024-05-14,Product_D,West,New,3,1722,1133.95,588.05,High
2024-02-16,Product_B,West,High Value,12,4728,3411.31,1316.69,High
2024-03-03,Product_D,West,High Value,8,10384,6920.31,3463.69,Low
2024-04-01,Product_A,West,Returning,4,3512,2291.01,1220.99,Low
2024-03-08,Product_C,East,New,7,9933,5552.11,4380.89,Medium
2024-02-05,Product_A,East,New,15,20565,12708.22,7856.78,Low
2024-01-25,Product_A,West,New,18,21708,12250.74,9457.26,Low
2024-05-29,Product_C,East,New,17,18360,12584.39,5775.61,Medium
2024-04-15,Product_A,North,New,2,2854,1889.17,964.83,Low
2024-04-29,Product_A,East,Returning,17,17612,10491.42,7120.58,High
2024-01-31,Product_B,North,Returning,3,822,474.42,347.58,Low
2024-05-18,Product_C,South,High Value,14,7868,4937.94,2930.06,Low
2024-02-06,Product_A,North,New,18,8298,5818.91,2479.09,Low
2024-05-07,Product_C,North,Returning,10,6840,4904.94,1935.06,Low
2024-01-07,Product_D,East,Returning,5,6290,4577.11,1712.89,Medium
2024-04-25,Product_A,North,Returning,9,5112,2901.78,2210.22,Medium
2024-03-20,Product_D,North,New,17,5236,3896.36,1339.64,Medium
2024-06-09,Product_D,East,Returning,5,6940,4480.3,2459.7,Low
2024-03-09,Product_D,West,New,13,13260,9503.84,3756.16,Low
2024-02-14,Product_B,South,High Value,10,13320,7844.48,5475.52,Low
2024-05-05,Product_B,West,Returning,14,8148,4921.8,3226.2,High
2024-04-04,Product_C,South,New,7,7245,4487.95,2757.05,Low
2024-06-20,Product_A,West,Returning,3,3324,2244.52,1079.48,Low
2024-03-10,Product_C,East,Returning,19,13452,10072.45,3379.55,High
2024-04-13,Product_B,South,High Value,8,11496,7631.91,3864.09,Medium
2024-04-10,Product_B,East,Returning,5,5990,3767.88,2222.12,Low
2024-04-29,Product_C,South,Returning,17,13804,9091.38,4712.62,Low
2024-06-10,Product_A,East,New,2,932,578.49,353.51,Low
2024-05-26,Product_B,North,High Value,11,7425,4169.5,3255.5,Medium
2024-03-23,Product_C,West,New,9,6813,3794.11,3018.89,High
2024-05-01,Product_D,West,New,19,6574,4290.06,2283.94,Low
2024-03-23,Product_B,East,High Value,6,7332,4476.11,2855.89,Low
2024-05-25,Product_B,West,New,11,15829,10102.78,5726.22,Medium
2024-05-21,Product_C,North,New,19,22287,14290.33,7996.67,Low
2024-04-09,Product_A,South,High Value,15,14565,10360.34,4204.66,Low
2024-05-19,Product_D,East,High Value,9,2835,1561.05,1273.95,Medium
2024-04-16,Product_B,North,Returning,1,1039,584.43,454.57,High
2024-01-15,Product_C,North,Returning,5,6180,4599.81,1580.19,Low
2024-02-01,Product_A,West,High Value,16,21392,13805.73,7586.27,Medium
2024-04-01,Product_C,North,New,11,12155,7012.06,5142.94,Low
2024-05-26,Product_B,South,Returning,16,22832,16230.98,6601.02,Low
2024-02-19,Product_B,North,High Value,15,20790,15583.44,5206.56,Medium
2024-05-15,Product_D,South,High Value,17,12597,6964.42,5632.58,Medium
2024-06-06,Product_A,South,Returning,5,1000,563.81,436.19,Low
2024-01-09,Product_C,East,Returning,8,3096,2110.57,985.43,Medium
2024-05-25,Product_B,North,Returning,4,2984,2007.4,976.6,Low
2024-06-19,Product_C,South,Returning,9,9009,5094.86,3914.14,Low
2024-02-10,Product_C,South,High Value,6,7788,4826.72,2961.28,Low
2024-04-22,Product_D,South,High Value,13,3172,2350.53,821.47,Low
2024-06-10,Product_D,West,Returning,16,20624,11660.24,8963.76,Low
2024-03-11,Product_C,East,New,10,14110,8170.24,5939.76,Medium
2024-03-26,Product_A,South,New,15,10605,7664.02,2940.98,Low
2024-06-21,Product_D,South,New,14,11634,7341.29,4292.71,High
2024-03-30,Product_B,South,Returning,7,3640,2401.66,1238.34,Low
2024-04-12,Product_B,West,High Value,13,16588,10503.92,6084.08,Medium
2024-05-04,Product_C,North,Returning,17,6494,4225.11,2268.89,Low
2024-02-22,Product_C,West,New,10,8590,5897.24,2692.76,Low
2024-05-27,Product_B,West,New,14,16954,10352.77,6601.23,Low
2024-06-27,Product_A,North,Returning,4,5712,4188.94,1523.06,Medium
2024-02-22,Product_C,South,High Value,12,12588,8997.34,3590.66,Medium
2024-03-30,Product_C,East,Returning,9,10710,6295.42,4414.58,Medium
2024-04-13,Product_C,North,High Value,18,23742,15876.21,7865.79,High
2024-06-09,Product_C,East,New,18,10602,6354.47,4247.53,Medium
2024-06-21,Product_B,East,Returning,11,9152,5692.97,3459.03,Low
